Organization Name,Organization Name URL,Estimated Revenue Range,Industries,CB Rank (Company),Description,Operating Status,Founded Date,Company Type,Exit Date,Twitter,Number of Articles,Hub Tags,Number of Lead Investments,LinkedIn,Actively Hiring,Facebook,Investor Type,Number of Sub-Orgs,Contact Email,Investment Stage,Number of Investments,Headquarters Location,Phone Number,Full Description,Number of Exits (IPO),Website,Number of Portfolio Organizations,Industry Groups,Number of Exits,Last Funding Type,Number of Employees,Funding Status,Number of Founders,Last Funding Date,Last Equity Funding Type,Number of Funding Rounds,Valuation at IPO (in USD),Last Funding Amount (in USD),Last Equity Funding Amount (in USD),Total Equity Funding Amount (in USD),Total Funding Amount (in USD),Acquisition Status,Number of Lead Investors,Acquired by,Acquired by URL,Number of Acquisitions,Acquisition Type,Price (in USD),Announced Date,Money Raised at IPO (in USD),IPO Status,Last Layoff Mention Date,Growth Category,Last Leadership Hiring Date,IPO Date,Numeric Revenue Range,IPO Date - Founded Date,Exit Date - Founding Date,IPO Date - Last_Funding_Date,Valuation_at_IPO / Last_Funding,Valuation_at_IPO_per_Last_Equity_Funding,Valuation_at_IPO / Total_Funding,Valuation_at_IPO / Total_Equity_Funding,Money_Raised_at_IPO / Last_Funding,Money_Raised_at_IPO / Last_Equity_Funding,Money_Raised_at_IPO / Total_Funding,Money_Raised_at_IPO / Total_Equity_Funding,Total funding amount / number of employees,Numeric revenue range / number of employees,Last funding amount / number of employees,Last funding amount / ( ipo - founded date ),Total funding amount / (ipo - founded date),Number of funding rounds / (ipo - founde date),Numeric revenue amount / total number of employees * (IPO - founded date),ind_update,narrowed_industry,,Organization Name.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Number of Articles.1,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Number of Investments.1,Unnamed: 22,Unnamed: 23,Unnamed: 24,Number of Exits (IPO).1,Unnamed: 26,Number of Portfolio Organizations.1,Unnamed: 28,Number of Exits.1,Unnamed: 30,Number of Employees.1,Unnamed: 32,Number of Founders.1,Unnamed: 34,Unnamed: 35,Number of Funding Rounds.1,Valuation at IPO (in USD).1,Last Funding Amount (in USD).1,Last Equity Funding Amount (in USD).1,Total Equity Funding Amount (in USD).1,Total Funding Amount (in USD).1,Unnamed: 42,Number of Lead Investors.1,Unnamed: 44,Unnamed: 45,Number of Acquisitions.1,Unnamed: 47,Unnamed: 48,Unnamed: 49,Money Raised at IPO (in USD).1,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Adjusted Valuation According to Inflation,Numerical Revenue Range,IPO Date - Founded Date.1,Exit Date - Founding Date.1,IPO Date - Last_Funding_Date.1,Valuation_at_IPO / Last_Funding.1,Valuation_at_IPO_per_Last_Equity_Funding.1,Valuation_at_IPO / Total_Funding.1,Valuation_at_IPO / Total_Equity_Funding.1,Money_Raised_at_IPO / Last_Funding.1,Money_Raised_at_IPO / Last_Equity_Funding.1,Money_Raised_at_IPO / Total_Funding.1,Money_Raised_at_IPO / Total_Equity_Funding.1,Total funding amount / number of employees.1,Numeric revenue range / number of employees.1,Last funding amount / number of employees.1,Last funding amount / ( ipo - founded date ).1,Total funding amount / (ipo - founded date).1,Number of funding rounds / (ipo - founde date).1,IPO - last learship hiring date,Numeric revenue amount / total number of employees * (IPO - founded date).1,success
TESARO,https://www.crunchbase.com/organization/tesaro,$100M to $500M,"Biopharma, Biotechnology, Health Care, Oncology","15,322",TESARO is an oncology-focused biopharmaceutical company identifying better cancer therapies to improve the lives of patients with cancer.,Closed,2010,For Profit,2012,http://twitter.com/TESAROBIO,68,,,http://www.linkedin.com/company/tesaro,,https://m.facebook.com/profile.php?id=461589310680229&__tn__=C-R,,,contact@tesarobio.com,,,"Waltham, Massachusetts, United States",339.970.0900,"Founded in 2010, TESARO is a privately held oncology-focused biopharmaceutical company dedicated to improving the lives of cancer patients.  The Company intends to leverage the experience and competencies of its management team to identify, acquire and develop promising drug candidates; and to commercialize safer and more effective products for the treatment and support of cancer patients.  TESARO is developing rolapitant, a potent, selective neurokinin-1 receptor antagonist that has completed Phase 2 clinical testing for the prevention of chemotherapy induced nausea and vomiting, and is advancing its ALK inhibitor program for oncology indications.  Phase 3 clinical testing of rolapitant is planned to commence during 2011 and the first ALK inhibitor clinical trial is targeted to begin in 2012.  TESARO was co-founded by former executives of MGI PHARMA, an oncology and acute-care focused biopharmaceutical company that Eisai Co., Ltd. acquired in 2008 for $3.9 billion.  TESARO is headquartered in Waltham, Massachusetts.",,http://tesarobio.com,,"Biotechnology, Health Care, Science and Engineering",,Post-IPO Equity,176,M&A,2,2016,Post-IPO Equity,8,360000000,409000000,409000000,1095699915,1095699915,Was Acquired,3,GlaxoSmithKline,https://www.crunchbase.com/organization/glaxosmithkline,,Acquisition,5100000000,2018,81000000,Public,,,,2012,300000000,2,2,-4,0.880195599,0.880195599,0.328557112,0.328557112,0.19804401,0.19804401,0.07392535,0.07392535,6225567.699,1704545.455,2323863.636,204500000,547849957.5,4,852272.7273,"Oncology, Health Care, Biotechnology",Healthcare & Biotechnology,,Profound Medical Inc,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,176,,1,,,13,,2177572,2177572,233081856,249223286,,1,,,1,,,,,,,,,,,5500000,7,7,-9,,,,,,,,,1416041.398,31250,12372.56818,311081.7143,35603326.57,1.857142857,,4464.285714,Yes
Solvvy,https://www.crunchbase.com/organization/solvvy-inc,Less than $1M,"Artificial Intelligence (AI), Customer Service, Information Technology, Internet, Machine Learning, SaaS","15,336",Solvvy is a machine learning startup that reinvents the customer experience by delivering a  better self-service platform.,Closed,2013,For Profit,2022,https://twitter.com/solvvyinc,20,,,https://www.linkedin.com/company/solvvy,,https://www.facebook.com/Solvvy/,,,info@solvvy.com,,,"San Mateo, California, United States",+1 650 246-9685,"Solvvy is a machine learning startup reinventing the customer experience. Its first product, Solvvy for Support, delivers a better self-service platform that improves customer satisfaction and decreases costs for businesses. This intelligent NLP solution is the first customer support SaaS application based on Solvvy’s powerful answer graph technology.  Solvvy deploys in days and delivers immediate financial  returns for business.  Solvvy is already trusted by leading brands including UpWork, TaskRabbit, Rover.com, DoubleDutch, Automattic and others. The company was founded by esteemed technologists Mehdi Samadi and Justin Betteridge and serial entrepreneur/CEO, Mahesh Ram.  Solvvy is fortunate to be backed by leading Silicon Valley investors",,http://solvvy.com,,"Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Other, Professional Services, Science and Engineering, Software",,Series A,31,M&A,3,2017,Series A,2,,12000000,12000000,16500000,16500000,Was Acquired,2,Zoom,https://www.crunchbase.com/organization/zoom-video-communications,,Acquisition,,2022,,Private,,,,,500000,,9,,,,,,,,,,532258.0645,16129.03226,387096.7742,,,,,"Machine Learning, Customer Service, SaaS",Technology & Software,,Max Healthcare,,,,,,,,,,,33,,,,,,,,,,1,,,,,,1,,,,10001,,1,,,2,,1162405158,165047938,165047938,1327453097,,,,,1,,,,,,,,,,,300000000,20,20,-2,,,,,,,,,132732.0365,29997.0003,116228.8929,58120257.9,66372654.85,0.1,,1499.850015,Yes
Addressable,https://www.crunchbase.com/organization/addressable,,"Generative AI, Marketing Automation, Software","15,345",Addressable provides personalized marketing outreach powered by Generative AI and patented robotic handwriting.,Closed,2017,For Profit,,https://twitter.com/AddressableMail,4,,,https://www.linkedin.com/company/addressable-app,,https://www.facebook.com/AddressableMail,,,info@addressable.app,,,"Los Angeles, California, United States",1(415) 599-7755,"Addressable is a full-stack growth automation platform for high-value relationships. Addressable generates campaigns using patented robot technology, written with actual ballpoint pens and a variety of human handwriting styles. The company was built by a management team from Facebook, Snowflake, and UJet to apply the strategy and trackability of digital advertising to the physical world. Addressable’s clients are in high-value relationship industries.",,https://addressablemail.com,,"Artificial Intelligence (AI), Sales and Marketing, Software",,Series A,76,Early Stage Venture,2,2021,Series A,3,,9384136,9384136,9384136,9384136,,,,,,,,,,Private,,,,,,,,,,,,,,,,,123475.4737,,123475.4737,,,,,"Generative AI, Marketing Automation, Software",Technology & Software,,Aerie Pharmaceuticals,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,376,,2,,,11,,88000000,88000000,705864965,1026114965,,4,,,1,,,,67200000,,,,,,,75000000,8,8,-8,,,,,0.763636364,0.763636364,0.065489738,0.095202345,2729029.162,199468.0851,234042.5532,11000000,128264370.6,1.375,,24933.51064,Yes
Arbor,https://www.crunchbase.com/organization/arbor,$100M to $500M,"Analytics, CRM, Identity Management, Marketplace, Mobile, Software","15,351",Arbor operates the first marketplace for people-based data.,Closed,2014,For Profit,2016,,57,,,https://www.linkedin.com/company/arbor-/,,,,,,,,"New York, New York, United States",,"Arbor (formerly known as Pippio) operates the first marketplace for people-based data. Publishers and app developers are empowered to surface, value, and fully monetize their data asset in a privacy-friendly, transparent manner. Marketers gain accurate insights on their customers and the tools to reach them more precisely. Founded in 2014, Arbor is headquartered in New York City with offices in San Francisco. We’re backed by First Round, Canaan Partners, and Great Oaks.",,https://liveramp.com,,"Commerce and Shopping, Data and Analytics, Information Technology, Mobile, Privacy and Security, Sales and Marketing, Software",,Series B,31,M&A,3,2020,Series B,4,,99924,99924,9149925,9149925,Was Acquired,2,LiveRamp,https://www.crunchbase.com/organization/liveramp,,Acquisition,,2016,,Private,,,,,300000000,,2,,,,,,,,,,295158.871,9677419.355,3223.354839,,,,,"Marketplace, Software, Mobile",Technology & Software,,Castlight Health,,,,,,,,,,,266,,,,,,,,,,2,,,,,,1,,,,751,,3,,,6,177600000,3100000,3100000,184099999,184099999,,2,,,1,,,,177600000,,,,,,206337135.6,30000000,6,6,-1,57.29032258,57.29032258,0.964693107,0.964693107,57.29032258,57.29032258,0.964693107,0.964693107,245139.8123,39946.73768,4127.829561,516666.6667,30683333.17,1,,6657.789614,Yes
BrightBytes,https://www.crunchbase.com/organization/brightbytes,$10M to $50M,"Analytics, Big Data, Education, SaaS","15,388",BrightBytes is a SaaS-based data analytics platform that measures and links the use of technology to learning outcomes.,Closed,2012,For Profit,2022,http://twitter.com/brightbytes,28,,,http://www.linkedin.com/company/brightbytes,,http://www.facebook.com/BrightBytesInc,,,info@brightbytes.net,,,"San Francisco, California, United States",+1 877-433-4036,"BrightBytes provides the first SaaS-based data analytics platform that measures and links technology use in education to learning outcomes. It leverages data to understand and improve learning with technology. Its team is made up of Data Scientists, Educational Researchers, Developers, and Data Visualization Experts. The platform also enables educators to cleanse, integrate, and bi-directionally to manage complex data from multiple systems.  It was founded in 2012 and is located in San Francisco, California.",,http://www.brightbytes.net,,"Data and Analytics, Education, Software",,Series C,76,M&A,2,2015,Series C,6,,33000000,33000000,51470000,51470000,"Made Acquisitions, Was Acquired",4,Google,https://www.crunchbase.com/organization/google,1,Leveraged Buyout,,2022,,Private,,,,,30000000,,10,,,,,,,,,,677236.8421,394736.8421,434210.5263,,,,,"SaaS, Analytics, Big Data",Technology & Software,,CareMax,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,3001,,1,,,4,800000000,1000000,1000000,422881783,732881783,,1,,,3,,,,364000000,,,,,,839054157.1,300000000,10,10,-1,800,800,1.091581233,1.891781657,364,364,0.496669461,0.860760654,244212.5235,99966.67777,333.2222592,100000,73288178.3,0.4,,9996.667777,Yes
The Wing,https://www.crunchbase.com/organization/the-wing,Less than $1M,"Collaboration, Communities, Coworking, Social Network, Women's","15,456",The Wing is a network of work and community spaces designed for women.,Closed,2015,For Profit,2021,https://www.twitter.com/the_wing,16,,,https://www.linkedin.com/company/the-wingnyc/,,https://www.facebook.com/thewingnyc,,,sup@the-wing.com,,,"New York, New York, United States",+1 212-500-9400,"The Wing is a network of work and community spaces designed for women with locations in New York, California, and Washington, D.C. The Wing’s mission is the professional, civic, social, and economic advancement of women through the community.",,https://www.the-wing.com,,"Community and Lifestyle, Internet Services, Other, Real Estate",,Series C,176,M&A,2,2018,Series C,5,,75000000,75000000,117500000,117500000,Was Acquired,3,IWG plc,https://www.crunchbase.com/organization/iwg-plc,,Acquisition,,2021,,Private,2020,,2022,,500000,,6,,,,,,,,,,667613.6364,2840.909091,426136.3636,,,,,"Women's, Social Network, Coworking",Uncategorized,,ADMA Biologics,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,76,,2,,,16,,135000000,60000000,303850000,742350000,,7,,,1,,,,,,,,,,,300000000,9,9,-10,,,,,,,,,9767763.158,3947368.421,1776315.789,15000000,82483333.33,1.777777778,,438596.4912,Yes
AI.Reverie,https://www.crunchbase.com/organization/ai-reverie,$1M to $10M,"Artificial Intelligence (AI), Machine Learning, PaaS, Software","15,475",AI.Reverie is a provider of synthetic data to train machine learning algorithms.,Closed,2017,For Profit,2021,https://twitter.com/aireverie,4,,,https://www.linkedin.com/company/aireverie/,,https://www.facebook.com/aireverie.inc/,,,hello@aireverie.com,,,"New York, New York, United States",,"AI.Reverie is a simulation platform that trains AI to understand the world. They offer a suite of synthetic data and vision APIs to help businesses across different industries train their machine learning algorithms and improve their AI applications, so that together, they make cities smarter, farms sustainable, homes safer, tasks easier, and life fuller.",,https://www.aireverie.com/,,"Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",,Seed,6,M&A,3,2020,Seed,3,,5600000,5600000,5835000,5835000,Was Acquired,2,Meta,https://www.crunchbase.com/organization/facebook,,Acquisition,,2021,,Private,,,,,5500000,,4,,,,,,,,,,972500,916666.6667,933333.3333,,,,,"Machine Learning, Artificial Intelligence (AI), Software",Technology & Software,,Douugh,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,2,,,4,,20000000,20000000,22500000,22500000,,2,,,1,,,,,,,,,,,5500000,5,5,-1,,,,,,,,,,,,4000000,4500000,0.8,,,Yes
Kespry,https://www.crunchbase.com/organization/kespry,$1M to $10M,"Aerospace, Analytics, Drones, Robotics","15,597","Kespry provides an aerial intelligence platform that transforms how organizations capture, analyze, and share insights about their business.",Closed,2013,For Profit,2021,https://twitter.com/kespry/,31,,,http://www.linkedin.com/company/kespry-inc,,http://www.facebook.com/pages/Kespry-Inc/1524266261152380,,,contact@kespry.com,,,"Menlo Park, California, United States",203-434-7988,"Kespry provides an aerial intelligence platform that transforms how organizations capture, analyze, and share insights about their business. It provides the information they need to accelerate their operations. Purpose-built for industrial use yet simple enough for any user, a wide variety of industries rely on Kespry to solve business-critical problems. Delivering a fully integrated solution from drone data capture to industry-specific analytics, Kespry serves customers across North America, Europe, and Australia, including John Deere, Hancock Claims Consultants, Catastrophe Response Unit (CRU), Fluor, Lehigh Hanson/Heidelberg, and Colas USA.",,http://www.kespry.com,,"Consumer Electronics, Consumer Goods, Data and Analytics, Hardware, Science and Engineering, Software",,Series D,176,M&A,3,2019,Series D,4,,,,61352000,61352000,Was Acquired,4,Firmatek,https://www.crunchbase.com/organization/firmatek,,,,2021,,Private,,,,,5500000,,8,,,,,,,,,,348590.9091,31250,,,,,,"Robotics, Drones, Analytics",Technology & Software,,Evofem Biosciences,,,,,,,,,,,108,,,,,,,,,,,,,,,,,,,,76,,1,,,17,,1000000,1000000,446800000,471800000,,5,,,1,,,,,,,,,,,30000000,5,5,-10,,,,,,,,,6207894.737,394736.8421,13157.89474,200000,94360000,3.4,,78947.36842,Yes
Magnitude Software,https://www.crunchbase.com/organization/magnitude-software,$10M to $50M,"Analytics, Business Intelligence, Data Integration, Software","15,623",Magnitude helps enterprises transform data into continuous intelligence and competitive advantage.,Closed,2014,For Profit,2021,https://www.twitter.com/mag_sw,25,,,http://www.linkedin.com/company/magnitude-software,,https://www.facebook.com/magnitudesw,,,info@magnitude.com,,,"Austin, Texas, United States",(866) 466-3849,"Data is the fuel that powers the modern enterprise. Our mission is to help companies turn their core business data into continuous intelligence, providing actionable insights to shorten the path from data to decision. We enable our customers to connect data across enterprise applications and business processes including supply chain, finance and order management. Our relentless focus on innovation, customer experience and solving business problems is why more than 1,300 enterprises around the world trust Magnitude to put the power of their data into the hands of their business users.",,https://www.magnitude.com,,"Data and Analytics, Information Technology, Software",,Private Equity,751,M&A,1,2014,Private Equity,1,,100000000,100000000,100000000,100000000,"Made Acquisitions, Was Acquired",1,InsightSoftware,https://www.crunchbase.com/organization/insight-software,7,Acquisition,477000000,2021,,Private,,,,,30000000,,7,,,,,,,,,,133155.7923,39946.73768,133155.7923,,,,,"Data Integration, Business Intelligence, Software",Technology & Software,,Sensorion,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,76,,1,,,5,,54462119,54462119,107185944,107185944,,4,,,1,,,,,,,,,,,5500000,6,6,-9,,,,,,,,,1410341.368,72368.42105,716606.8289,9077019.833,17864324,0.833333333,,12061.40351,Yes
Instart,https://www.crunchbase.com/organization/instart-logic,$10M to $50M,"Advertising, Artificial Intelligence (AI), Cloud Computing, Cyber Security, Digital Marketing, Digital Media, Internet, Mobile, Software","15,666","Instart helps hundreds of leading enterprises around the world deliver a faster, safer and more profitable digital experience.",Closed,2010,For Profit,,https://twitter.com/instart,133,,,https://www.linkedin.com/company/instart-logic/,,http://www.facebook.com/InstartLogic,,,info@instartlogic.com,,,"Palo Alto, California, United States",+1.888.576.3166,"Instart is a digital experience management company. They help thousands of leading brands like Neiman Marcus, Coach, Microsoft, AT&T, Hearst and CBS to deliver faster, safer and better online experiences for millions of their customers – and to earn higher profits for themselves. Their Digital Experience Cloud is unique in that it uses artificial intelligence and machine learning to automatically and continuously optimize and secure every object and every page for each of your web and mobile applications for every device and every customer. No other company does this. After you deploy Instart, your customers will enjoy up to 30% faster application performance, and your applications and products will look better, leading to up to 20% higher conversion, more SEO traffic, lower pay per click costs and higher net promoter scores. If your company is selling online, your customers will buy more, delivering up to 8% higher online revenue, greater average order value, and reduced returns. Media companies work with Instart to drive online revenue up to 15% higher by increasing advertising viewability, restoring advertising revenue currently being lost to ad blocking software, and ensuring every visitor always has the best possible experience.  IT departments enjoy up to 50% lower TCO, greater security and improved reliability for your existing infrastructure supporting your digital applications.",,https://www.instartlogic.com,,"Advertising, Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Media and Entertainment, Mobile, Privacy and Security, Sales and Marketing, Science and Engineering, Software",,Series E,176,Late Stage Venture,3,2017,Series E,6,,30000000,30000000,140000000,140000000,Made Acquisitions,5,,,1,,,,,Private,,,,,30000000,,,,,,,,,,,,795454.5455,170454.5455,170454.5455,,,,,"Digital Media, Digital Marketing, Software",Media & Entertainment,,Aclaris Therapeutics,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,176,,4,,,9,,,,208900017,219900017,,5,,,1,,,,55000000,,,,,,,30000000,6,6,-6,,,,,,,0.250113669,0.263283846,1249431.915,170454.5455,,,36650002.83,1.5,,28409.09091,Yes
